place,address,latitude,longitude,country_geocoded,country_added,country
kaiser permanente,"1118 SW 6th Ave, Topeka, KS 66606, USA",39.0561093,-95.6885496,United States,,United States
university of modena and reggio emilia,"Via Università, 4, 41121 Modena MO, Italy",44.6451116,10.9279258,Italy,,Italy
peking union medical college,"9 Dongdan 3rd Alley, Dong Dan, Dongcheng Qu, Beijing Shi, China",39.911431,116.41481,China,,China
scottish association for marine science,"Scottish Marine Institute, Oban PA37 1QA, UK",56.45131,-5.4411761,United Kingdom,,United Kingdom
university of montenegro,"2 Cetinjski Put, Podgorica 81000, Montenegro",42.4418397,19.2425725,Montenegro,,Montenegro
world medical association,,,,,France,France
polytechnic of namibia,"13 Jackson Kaujeua Street, Windhoek, Namibia",-22.565785,17.0773438,Namibia,,Namibia
southampton general hospital,"Coxford Rd, Southampton SO16 5YA, UK",50.9353552,-1.4348528,United Kingdom,,United Kingdom
fujitsu,"17201 Waterview Pkwy, Dallas, TX 75252, USA",32.984386,-96.7577183,United States,,United States
icf international,"901 S Detroit Ave Suite 505, Tulsa, OK 74120, USA",36.1488632,-95.9844696,United States,,United States
itron,"3913 Todd Ln #512, Austin, TX 78744, USA",30.2111703,-97.7371586,United States,,United States
instituto superior de engenharia do porto,"R. Dr. António Bernardino de Almeida 431, 4200-072 Porto, Portugal",41.178427,-8.6071052,Portugal,,Portugal
moorfields eye hospital,"South Wing, Kempston Rd, Bedford MK42 9DJ, UK",52.1288601,-0.4717083,United Kingdom,,United Kingdom
manipal university jaipur,"Jaipur-Ajmer Express Highway, Dehmi Kalan, Near GVK Toll Plaza, Jaipur, Rajasthan 303007, India",26.8438552,75.5652343,India,,India
jaipuria institute of management,"Vineet Khand, Gomti Nagar, Lucknow, Uttar Pradesh 226010, India",26.851887,81.010272,India,,India
university of medicine and dentistry of new jersey,"Stanley S. Bergen Jr. Building, 65 Bergen St, Newark, NJ 07107, USA",40.7432716,-74.1921598,United States,,United States
health protection agency,"Topeka, KS 66612, USA",39.0397435,-95.6799816,United States,,United States
japan atomic energy agency,"765-1 Funaishikawa, Tokai, Naka-gun, Ibaraki 319-1111, Japan",36.4636108,140.5696193,Japan,,Japan
development research center of the state council,,,,,China,China
yunnan university,"2 Cuihu N Rd, Wuhua Qu, Kunming Shi, Yunnan Sheng, China, 650106",25.0532915,102.7034758,China,,China
university of vaasa,"Wolffintie 34, 65200 Vaasa, Finland",63.1042815,21.5936062,Finland,,Finland
university of detroit mercy,"4001 W McNichols Rd, Detroit, MI 48221, USA",42.4141556,-83.1379932,United States,,United States
arts et metiers paristech,"151 Boulevard de l'Hôpital, 75013 Paris, France",48.8330427,2.3582236,France,,France
nordic africa institute,"Villavägen 6, 752 36 Uppsala, Sweden",59.852133,17.626458,Sweden,,Sweden
national institute of metrology standardization and industrial quality,,,,,Brazil,Brazil
university of maine system,"111 South St, Farmington, ME 04938, USA",44.6675867,-70.1474409,United States,,United States
state university of new york at purchase,"735 Anderson Hill Rd, Purchase, NY 10577, USA",41.0470553,-73.700419,United States,,United States
dokkyo medical university,"880 Kitakobayashi, Mibu, Shimotsuga-gun, Tochigi 321-0293, Japan",36.4722017,139.8236287,Japan,,Japan
marist college,"3399 North Rd, Poughkeepsie, NY 12601, USA",41.7225348,-73.9326626,United States,,United States
russian academy,"46611 Jefferson Dr, Sterling, VA 20165, USA",39.0369078,-77.3865864,United States,,United States
glenn research center,"21000 Brookpark Rd, Cleveland, OH 44135, USA",41.4161008,-81.858251,United States,,United States
community college of philadelphia,"1700 Spring Garden St, Philadelphia, PA 19130, USA",39.9627427,-75.1665494,United States,,United States
norwegian institute for cultural heritage research,"Storgata 2, 0155 Oslo, Norway",59.9128592,10.748325,Norway,,Norway
kennedy space center,"Florida 32899, USA",28.5728722,-80.6489808,United States,,United States
tabriz university of medical sciences,"East Azerbaijan Province, Tabriz, Univesity Main St, Iran",38.0573933,46.3273528,Iran,,Iran
facultad de ciencias medicas,"Avenida Universidad, La Habana, Cuba",23.1350781,-82.3860337,Cuba,,Cuba
scottish national blood transfusion service,"21 Ellen's Glen Rd, Edinburgh EH17 7QT, UK",55.9094657,-3.1526932,United Kingdom,,United Kingdom
florida institute of technology,"Florida Institute of Technology, 150 W University Blvd, Melbourne, FL 32901, USA",28.0646282,-80.6230583,United States,,United States
ucla medical center,"757 Westwood Plaza, Los Angeles, CA 90095, USA",34.0652918,-118.4466512,United States,,United States
engineer research and development center,"3909 Halls Ferry Rd, Vicksburg, MS 39180, USA",32.3012717,-90.8714067,United States,,United States
scientific and technological research council of turkey,,,,,Turkey,Turkey
surrey satellite technology,"Tycho House, 20 Stephenson Rd, Guildford GU2 7YE, UK",51.2419015,-0.6171238,United Kingdom,,United Kingdom
federal reserve bank of new york,"33 Liberty St, New York, NY 10045, USA",40.7083663,-74.008653,United States,,United States
cincinnati children s hospital medical center,"3333 Burnet Ave, Cincinnati, OH 45229, USA",39.1404753,-84.50154,United States,,United States
forest research institute,"1900 Plaza Five, Jersey City, NJ 07311, USA",40.7189459,-74.0345809,United States,,United States
king mongkut s university of technology thonburi,"126 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140, Thailand",13.6494654,100.4929052,Thailand,,Thailand
defenders of wildlife,"PO Box 773, Boise, ID 83701, USA",43.6136565,-116.2173542,United States,,United States
zhongyuan university of technology,"China, Henan Sheng, Zhengzhou Shi, Xinzheng Shi, Bohai Rd, 淮河路1号",34.58603,113.688309,China,,China
centre for infectious disease research in zambia,"Kanyanta Rd, Livingstone, Zambia",-17.8491321,25.8530362,Zambia,,Zambia
zambian ministry of health,"Longacres, Lusaka, Zambia",-15.4109124,28.306373,Zambia,,Zambia
tishreen university,"Latakia, Syria",35.5226306,35.8072902,Syria,,Syria
ottawa hospital research institute,"1053 Carling Ave, Ottawa, ON K1Y 4E9, Canada",45.3934172,-75.7222571,Canada,,Canada
i shou university,"No. 1號, Section 1, Xuecheng Road, Dashu District, Kaohsiung City, Taiwan 840",22.7271472,120.4058239,Taiwan,,Taiwan
analysis group,"2911 Turtle Creek Blvd #600, Dallas, TX 75219, USA",32.804482,-96.805853,United States,,United States
blood bank,"10151 E 11th St, Tulsa, OK 74128, USA",36.1505816,-95.8622805,United States,,United States
southern connecticut state university,"501 Crescent St, New Haven, CT 06515, USA",41.3317662,-72.9483416,United States,,United States
athabasca university,"1 University Dr, Athabasca, AB T9S 3A3, Canada",54.714955,-113.3085451,Canada,,Canada
novena university,"Kwale, Nigeria",5.7500716,6.2062877,Nigeria,,Nigeria
public health research institute,"225 Warren St, Newark, NJ 07103, USA",40.743047,-74.1832091,United States,,United States
universiti sultan zainal abidin,"Universiti Sultan Zainal Abidin, Kampung Gong Badak, 21300, Terengganu, Malaysia",5.3988938,103.0774931,Malaysia,,Malaysia
khulna university of engineering technology,"Khulna 9203, Bangladesh",22.9005524,89.5023565,Bangladesh,,Bangladesh
millennium institute,"2 Granite Ave #200, Milton, MA 02186, USA",42.2769087,-71.0516682,United States,,United States
natural history museum,"200 Central Park West, New York, NY 10024, USA",40.7813241,-73.9739882,United States,,United States
technical university of cluj napoca,"Strada Memorandumului 28, Cluj-Napoca 400114, Romania",46.769299,23.585613,Romania,,Romania
chapingo autonomous university,"Carretera Federal México-Texcoco Km 38.5, Universidad Autonoma de Chapingo, 56230 Texcoco, Méx., Mexico",19.491126,-98.8840805,Mexico,,Mexico
bilkent university,"Üniversiteler, 06800 Çankaya/Ankara, Turkey",39.8746147,32.7475962,Turkey,,Turkey
lsu health sciences center new orleans,"433 Bolivar St, New Orleans, LA 70112, USA",29.9572962,-90.0832621,United States,,United States
national economics university,"207 Giải Phóng, Đồng Tâm, Hai Bà Trưng, Hà Nội, Vietnam",20.9998295,105.8421881,Vietnam,,Vietnam
research institute for tropical medicine,"Filinvest Corporate City, 9002 Research Dr, Alabang, Muntinlupa, 1781 Metro Manila, Philippines",14.4098693,121.0372225,Philippines,,Philippines
dow chemical company,"500 Dow Industrial Dr, Pevely, MO 63070, USA",38.283142,-90.383889,United States,,United States
national institute for consumer research,"9399 W Higgins Rd # 300, Rosemont, IL 60018, USA",41.988674,-87.8576899,United States,,United States
electricite de france,"1300 I St NW # 305E, Washington, DC 20005, USA",38.9010822,-77.030365,United States,,United States
dsm,"Des Moines International Airport (DSM), 5800 Fleur Dr, Des Moines, IA 50321, USA",41.5341333,-93.6587958,United States,,United States
va palo alto healthcare system,"4951 Arroyo Rd, Livermore, CA 94550, USA",37.6258314,-121.7634356,United States,,United States
northwest a f university,"3 Taicheng Rd, Yangling Qu, Xianyang Shi, Shaanxi Sheng, China",34.262298,108.073742,China,,China
southern illinois university school of medicine,"801 N Rutledge St, Springfield, IL 62702, USA",39.8100847,-89.658232,United States,,United States
pontifical xavierian university,"Cra. 7 #No. 40 - 62, Bogotá, Colombia",4.6284875,-74.0646645,Colombia,,Colombia
virginia bioinformatics institute,"1015 Life Science Cir, Blacksburg, VA 24061, USA",37.22076,-80.4263729,United States,,United States
german institute for economic research,"Mohrenstraße 58, 10117 Berlin, Germany",52.5121577,13.3886677,Germany,,Germany
mugla university,"Kötekli Mahallesi, Kötekli, 48000 Menteşe/Muğla, Turkey",37.1661501,28.3767512,Turkey,,Turkey
qufu normal university,"China, Shandong Sheng, Jining Shi, Qufu Shi, 静轩西路57号",35.595596,116.969118,China,,China
florida a m university,"1601 S Martin Luther King Jr Blvd, Tallahassee, FL 32307, USA",30.4268567,-84.2851312,United States,,United States
lucian blaga university of sibiu,"Bulevardul Victoriei 10, Sibiu 550024, Romania",45.7906228,24.1451866,Romania,,Romania
intrahealth international,"6340 Quadrangle Dr #200, Chapel Hill, NC 27517, USA",35.9114688,-78.9758001,United States,,United States
booz allen hamilton,"2900 100th St #101, Urbandale, IA 50322, USA",41.6215192,-93.7565495,United States,,United States
university of maryland university college,"1616 McCormick Dr, Largo, MD 20774, USA",38.91265,-76.847599,United States,,United States
california state university chico,"135 Acker Gym, Chico, CA 95929, USA",39.7296988,-121.8497593,United States,,United States
university of palermo,"Via Giovanni Pascoli, 6, 90133 Palermo PA, Italy",38.1358095,13.3442673,Italy,,Italy
united nations high commissioner for refugees,,,,,Switzerland,Switzerland
university of texas md anderson cancer center,"1515 Holcombe Blvd, Houston, TX 77030, USA",29.7068146,-95.3971547,United States,,United States
taiyuan university of technology,"79 Yingze W St, Wanbailin Qu, Taiyuan Shi, Shanxi Sheng, China",37.8612907,112.5229278,China,,China
arabian gulf university,"Road 2904 Building 293 Manama, المنامة 329, Bahrain",26.2158176,50.5715292,Bahrain,,Bahrain
wakayama medical university,"811番地１ Kimiidera, Wakayama, 641-8510, Japan",34.1877114,135.1818686,Japan,,Japan
tel aviv university,"Tel Aviv-Yafo, Israel",32.1133141,34.8043877,Israel,,Israel
otto von guericke university magdeburg,"Universitätspl. 2, 39106 Magdeburg, Germany",52.1397303,11.6473719,Germany,,Germany
national health and family planning commission,,,,,China,China
appropriate rural technology institute,"Manini apartment, Second floor, survey no. 13, near shastri bhavan, Sterling Nisarga II, Dhayari, Pune, Maharashtra 411041, India",18.4422181,73.8095839,India,,India
the state university of management,"Ryazanskiy Prospekt, 99, Moskva, Russia, 109542",55.7142392,37.8150354,Russia,,Russia
tomsk polytechnic university,"Lenin Ave, 30, Tomsk, Tomskaya oblast', Russia, 634050",56.4654136,84.9502336,Russia,,Russia
hong kong institution of engineers,"Hong Kong, Causeway Bay, Great George St, 1號金百利中心9樓",22.2804512,114.1849467,Hong Kong,,Hong Kong
richland college,"12800 Abrams Rd, Dallas, TX 75243, USA",32.9214283,-96.7284847,United States,,United States
gfk,"200 Liberty St 4th floor, New York, NY 10281, USA",40.7106725,-74.0155902,United States,,United States
west bengal university of technology,"BF Block, Sector 1, Bidhannagar, Kolkata, West Bengal 700064, India",22.5964404,88.4173019,India,,India
national institute of technology durgapur,"Mahatma Gandhi Rd, A-Zone, Durgapur, West Bengal 713209, India",23.5476728,87.2931389,India,,India
world federation for mental health,,,,,United States,United States
tamale teaching hospital,"Salaga/yendi Rd, Tamale, Ghana",9.3930083,-0.8234811,Ghana,,Ghana
university of social sciences and humanities,"Chodakowska 19/31, 03-815 Warszawa, Poland",52.2484184,21.065012,Poland,,Poland
federal institute for occupational safety and health,"1095 Willowdale Rd, Morgantown, WV 26505, USA",39.6552361,-79.9543809,United States,,United States
chung shan medical university,"No. 110號, Section 1, Jianguo North Road, South District, Taichung City, Taiwan 402",24.122047,120.6511434,Taiwan,,Taiwan
gachon university,"1342 Seongnam-daero, Bokjeong-dong, Sujeong-gu, Seongnam-si, Gyeonggi-do, South Korea",37.4507452,127.1288474,South Korea,,South Korea
universite de namur,"Rue de Bruxelles 61, 5000 Namur, Belgium",50.4662498,4.8605036,Belgium,,Belgium
jiujiang university,"17 Lufeng Rd, Xunyang Qu, Jiujiang Shi, Jiangxi Sheng, China",29.720049,115.998825,China,,China
university of natal,"238 Mazisi Kunene Rd, Glenwood, Durban, 4041, South Africa",-29.8674219,30.9807272,South Africa,,South Africa
sriwijaya university,"Jl. Masjid Al Gazali, Bukit Lama, Kec. Ilir Bar. I, Kota Palembang, Sumatera Selatan 30128, Indonesia",-2.9860629,104.7323203,Indonesia,,Indonesia
mathematica policy research,"707 Alexander Rd #304, Princeton, NJ 08540, USA",40.3231756,-74.6383109,United States,,United States
university of dschang,"Dschang, Cameroon",5.4470908,10.0631835,Cameroon,,Cameroon
university of buea,"molyko to Buea town Rd, Buea, Cameroon",4.1488902,9.2878516,Cameroon,,Cameroon
university of texas pan american,"1201 W University Dr, Edinburg, TX 78539, USA",26.3074672,-98.174185,United States,,United States
don mariano marcos memorial state university,"Bacnotan, 2515 La Union, Philippines",16.7272065,120.39007,Philippines,,Philippines
hitachi,"1375 N 28th Ave, Irving, TX 75063, USA",32.925861,-97.0239899,United States,,United States
electric power research institute,"1325 G St. NW #530, Washington, DC 20005, USA",38.8985685,-77.0310082,United States,,United States
nuclear regulatory commission,"2443 Warrenville Rd STE 210, Lisle, IL 60532, USA",41.8071464,-88.0994407,United States,,United States
royal university of bhutan,"Thimphu, Bhutan",27.478863,89.628106,Bhutan,,Bhutan
transport research laboratory,"2612 Springhill Rd, Tallahassee, FL 32305, USA",30.4103276,-84.3048981,United States,,United States
vaal university of technology,"Andries Potgieter Blvd, Vanderbijlpark, 1900, South Africa",-26.710505,27.862479,South Africa,,South Africa
henan university of technology,"100 Lianhua St, Zhongyuan Qu, Zhengzhou Shi, Henan Sheng, China",34.829495,113.551715,China,,China
kawasaki steel corporation,,,,,Japan,Japan
ge aviation systems,"River Park Dr, Dayton, OH 45479, USA",39.7383835,-84.1902763,United States,,United States
